name,carbs_per_100g
"Peppers, jalapeno, canned, solids and liquids",4.74
"Radishes, white icicle, raw",2.63
"Shallots, freeze-dried",80.7
"Sweet potato, canned, syrup pack, solids and liquids",20.93
"Sweet potato, canned, syrup pack, drained solids",25.36
"Tomato products, canned, sauce, spanish style",7.24
"Beans, pinto, mature seeds, sprouted, raw",11.6
"Beans, pinto, mature seeds, sprouted, cooked, boiled, drained, without salt",4.1
"Sweet potato, cooked, candied, home-prepared",32.12
"Tomatoes, red, ripe, cooked, stewed",13.05
"Seaweed, agar, dried",80.88
"Seaweed, spirulina, raw",2.42
"Potato pancakes",27.81
"Potatoes, baked, flesh and skin, without salt",21.15
"Potatoes, microwaved, cooked in skin, flesh and skin, without salt",24.24
"Radish seeds, sprouted, raw",3.6
"Tomatoes, yellow, raw",2.98
"Mushrooms, shiitake, cooked, with salt",14.39
"Okra, cooked, boiled, drained, with salt",4.51
"Okra, frozen, cooked, boiled, drained, with salt",6.41
"Onions, cooked, boiled, drained, with salt",9.56
"Onions, frozen, chopped, cooked, boiled, drained, with salt",6
"Peas, green, cooked, boiled, drained, with salt",15.63
"Peas, green, canned, no salt added, solids and liquids",9.75
"Peas, green, canned, no salt added, drained solids",12.58
"Peas, green, frozen, cooked, boiled, drained, with salt",14.26
"Peppers, hot chili, red, raw",8.81
"Peppers, hot chili, red, canned, excluding seeds, solids and liquids",5.1
"Peppers, sweet, red, raw",6.03
"Peppers, sweet, green, cooked, boiled, drained, with salt",6.11
"Peppers, sweet, red, cooked, boiled, drained, without salt",6.7
"Potatoes, baked, flesh and skin, with salt",21.15
"Potatoes, baked, flesh, with salt",21.55
"Potatoes, baked, skin only, with salt",46.06
"Potatoes, boiled, cooked in skin, flesh, with salt",20.13
"Potatoes, microwaved, cooked, in skin, skin with salt",29.63
"Potatoes, frozen, whole, cooked, boiled, drained, with salt",13.93
"Potatoes, frozen, french fried, par fried, cottage-cut, prepared, heated in oven, with salt",34.03
"Potatoes, french fried, all types, salt not added in processing, frozen, oven-heated",28.71
"Pumpkin, flowers, cooked, boiled, drained, with salt",3.18
"Pumpkin leaves, cooked, boiled, drained, with salt",3.39
"Purslane, cooked, boiled, drained, with salt",3.55
"Radishes, oriental, cooked, boiled, drained, with salt",3.43
"Spinach, canned, no salt added, solids and liquids",2.92
"Spinach, frozen, chopped or leaf, cooked, boiled, drained, with salt",4.8
"Squash, summer, all varieties, cooked, boiled, drained, with salt",4.31
"Squash, summer, crookneck and straightneck, cooked, boiled, drained, with salt",3.79
"Squash, winter, all varieties, cooked, baked, with salt",8.85
"Squash, winter, acorn, cooked, baked, with salt",14.58
"Squash, winter, acorn, cooked, boiled, mashed, with salt",8.79
"Squash, winter, butternut, cooked, baked, with salt",10.49
"Succotash, (corn and limas), frozen, cooked, boiled, drained, with salt",19.95
"Water convolvulus, cooked, boiled, drained, with salt",3.7
"Sweet potato leaves, cooked, steamed, with salt",7.38
"Sweet potato, cooked, baked in skin, flesh, with salt",20.71
"Taro, shoots, cooked, with salt",3.19
"Taro, tahitian, cooked, with salt",6.85
"Tomatoes, red, ripe, cooked, with salt",4.01
"Tomatoes, red, ripe, canned, packed in tomato juice, no salt added",3.47
"Turnip greens, cooked, boiled, drained, with salt",4.36
"Turnip greens, frozen, cooked, boiled, drained, with salt",4.98
"Turnip greens and turnips, frozen, cooked, boiled, drained, with salt",4.74
"Vegetables, mixed, frozen, cooked, boiled, drained, with salt",13.09
"Mushrooms, portabella, exposed to ultraviolet light, raw",3.87
"Seeds, breadfruit seeds, raw",29.24
"Seeds, breadfruit seeds, boiled",32
"Seeds, cottonseed flour, low fat (glandless)",36.1
"Seeds, cottonseed meal, partially defatted (glandless)",38.43
"Seeds, hemp seed, hulled",8.67
"Seeds, lotus seeds, dried",64.47
"Seeds, sesame seeds, whole, dried",23.45
"Seeds, sesame seeds, whole, roasted and toasted",25.74
"Seeds, sesame seed kernels, toasted, without salt added (decorticated)",26.04
"Seeds, sesame flour, partially defatted",35.14
"Seeds, sunflower seed kernels, toasted, without salt",20.59
"Seeds, sunflower seed butter, without salt",23.32
"Seeds, sunflower seed flour, partially defatted",35.83
"Nuts, acorns, raw",40.75
"Nuts, almonds, dry roasted, without salt added",21.01
"Nuts, almonds, oil roasted, without salt added",17.68
"Nuts, almond paste",47.81
"Nuts, beechnuts, dried",33.5
"Nuts, cashew nuts, raw",30.19
"Nuts, cashew butter, plain, without salt added",27.57
"Nuts, chestnuts, chinese, raw",49.07
"Nuts, chestnuts, chinese, dried",79.76
"Nuts, chestnuts, chinese, boiled and steamed",33.64
"Nuts, chestnuts, european, dried, peeled",78.43
"Nuts, chestnuts, european, boiled and steamed",27.76
"Nuts, coconut meat, raw",15.23
"Nuts, coconut meat, dried (desiccated), not sweetened",23.65
"Nuts, coconut cream, canned, sweetened",53.21
"Nuts, coconut milk, raw (liquid expressed from grated meat and water)",5.54
"Nuts, coconut milk, canned (liquid expressed from grated meat and water)",2.81
"Nuts, coconut water (liquid from coconuts)",3.71
"Nuts, ginkgo nuts, dried",72.45
"Nuts, ginkgo nuts, canned",22.1
"Nuts, hickorynuts, dried",18.25
"Nuts, macadamia nuts, raw",13.82
"Nuts, macadamia nuts, dry roasted, without salt added",13.38
"Nuts, formulated, wheat-based, unflavored, with salt added",23.68
"Nuts, mixed nuts, dry roasted, with peanuts, salt added, CHOSEN ROASTER",24.62
"Nuts, pecans",13.86
"Nuts, pecans, dry roasted, without salt added",13.55
"Nuts, pistachio nuts, raw",27.17
"Nuts, pistachio nuts, dry roasted, without salt added",28.28
"Nuts, walnuts, black, dried",9.58
"Nuts, walnuts, english",13.71
"Seeds, pumpkin and squash seeds, whole, roasted, without salt",53.75
"Seeds, sesame butter, tahini, from roasted and toasted kernels (most common type)",21.19
"Nuts, chestnuts, european, roasted",52.96
"Seeds, sesame butter, paste",24.05
"Seeds, sesame flour, high-fat",26.62
"Beef, variety meats and by-products, suet, raw",0
"Beef, variety meats and by-products, thymus, raw",0
"Beef, variety meats and by-products, thymus, cooked, braised",0
"Beef, variety meats and by-products, tongue, raw",3.68
"Beef, cured, breakfast strips, raw or unheated",0.7
"Beef, cured, breakfast strips, cooked",1.4
"Beef, cured, corned beef, brisket, raw",0.14
"Beef, cured, corned beef, brisket, cooked",0.47
"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean only, trimmed to 0 fat, choice, cooked, grilled",0.28
"Beef, cured, luncheon meat, jellied",0
"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean only, trimmed to 0 fat, select, cooked, grilled",0
"Beef, cured, pastrami",0.36
"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean only, trimmed to 0 fat, all grades, raw",0.49
"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 0 fat, choice, cooked",0
"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 0 fat, select, cooked",0
"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 0 fat, all grades, cooked",0
"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 0 fat, choice, cooked",0
"Beef, brisket, flat half, separable lean only, trimmed to 0 fat, all grades, cooked, braised",0
"Beef, brisket, point half, separable lean and fat, trimmed to 0 fat, all grades, cooked, braised",0
"Beef, brisket, point half, separable lean only, trimmed to 0 fat, all grades, cooked, braised",0
"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 0 fat, all grades, cooked, braised",0
"Beef, chuck, under blade pot roast, boneless, separable lean and fat, trimmed to 0 fat, select, cooked, braised",0
"Beef, chuck, blade roast, separable lean only, trimmed to 0 fat, all grades, cooked, braised",0
"Beef, chuck, under blade pot roast, boneless, separable lean only, trimmed to 0 fat, choice, cooked, braised",0
"Beef, chuck, under blade pot roast, boneless, separable lean only, trimmed to 0 fat, select, cooked, braised",0
"Beef, rib, large end (ribs 6-9), separable lean only, trimmed to 0 fat, select, cooked, roasted",0
"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 0 fat, all grades, cooked, broiled",0
"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 0 fat, choice, cooked, broiled",0
"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 0 fat, select, cooked, broiled",0
"Beef, round, bottom round, roast, separable lean and fat, trimmed to 0 fat, all grades, cooked, roasted",0
"Beef, round, bottom round, steak, separable lean and fat, trimmed to 0 fat, choice, cooked, braised",0
"Beef, round, bottom round, roast, separable lean and fat, trimmed to 0 fat, choice, cooked, roasted",0
"Beef, round, bottom round, steak, separable lean and fat, trimmed to 0 fat, select, cooked, braised",0
"Beef, round, bottom round, steak, separable lean only, trimmed to 0 fat, select, cooked, braised",0
"Beef, round, bottom round roast, separable lean only, trimmed to 0 fat, select, cooked, roasted",0
"Beef, round, eye of round roast, boneless, separable lean and fat, trimmed to 0 fat, all grades, cooked, roasted",0
"Beef, round, eye of round roast, boneless, separable lean and fat, trimmed to 0 fat, choice, cooked, roasted",0
"Beef, round, tip round, roast, separable lean and fat, trimmed to 0 fat, all grades, cooked, roasted",0
"Beef, round, tip round, roast, separable lean and fat, trimmed to 0 fat, choice, cooked, roasted",0
"Beef, round, tip round, roast, separable lean and fat, trimmed to 0 fat, select, cooked, roasted",0
"Beef, round, tip round, roast, separable lean only, trimmed to 0 fat, all grades, cooked, roasted",0
"Beef, round, top round, separable lean and fat, trimmed to 0 fat, select, cooked, braised",0
"Beef, round, top round, separable lean only, trimmed to 0 fat, choice, cooked, braised",0
"Beef, round, top round, separable lean only, trimmed to 0 fat, select, cooked, braised",0
"Beef, loin, tenderloin steak, boneless, separable lean and fat, trimmed to 0 fat, all grades, cooked, grilled",0
"Beef, loin, tenderloin steak, boneless, separable lean and fat, trimmed to 0 fat, choice, cooked, grilled",0
"Beef, loin, top loin steak, boneless, lip off, separable lean and fat, trimmed to 0 fat, all grades, cooked, grilled",0
"Beef, loin, top loin steak, boneless, lip off, separable lean and fat, trimmed to 0 fat, choice, cooked, grilled",0
"Puddings, banana, dry mix, regular, with added oil",88.4
"Puddings, lemon, dry mix, regular, with added oil, potassium, sodium",90.3
"Puddings, tapioca, dry mix, with no added salt",94.3
"Snacks, corn-based, extruded, puffs or twists, cheese-flavor, unenriched",54.1
"Snacks, corn-based, extruded, chips, barbecue-flavor, made with enriched masa flour",56.2
"Snacks, popcorn, air-popped (Unsalted)",77.9
"Snacks, popcorn, oil-popped, white popcorn, salt added",57.2
"Snacks, potato chips, plain, made with partially hydrogenated soybean oil, salted",52.9
"Snacks, pretzels, hard, plain, made with enriched flour, unsalted",79.2
"Snacks, rice cakes, brown rice, plain, unsalted",81.5
"Snacks, rice cakes, brown rice, buckwheat, unsalted",80.1
"Snacks, rice cakes, brown rice, multigrain, unsalted",80.1
"Potato chips, without salt, reduced fat",67.8
"Snacks, tortilla chips, low fat, unsalted",80.1
"Frozen novelties, juice type, POPSICLE SCRIBBLERS",19.68
"Snacks, tortilla chips, nacho-flavor, made with enriched masa flour",62.3
"Sweeteners, tabletop, sucralose, SPLENDA packets",91.17
"Frozen novelties, No Sugar Added, FUDGSICLE pops",23.11
"Frozen novelties, ice type, sugar free, orange, cherry, and grape POPSICLE pops",5.14
"Frozen novelties, KLONDIKE, SLIM-A-BEAR Fudge Bar, 98% fat free, no sugar added",30.07
"Ice creams, BREYERS, All Natural Light Vanilla",25.3
"Ice creams, BREYERS, No Sugar Added, Butter Pecan",21.3
"Ice creams, BREYERS, No Sugar Added, French Vanilla",20.75
"Ice creams, BREYERS, No Sugar Added, Vanilla",21.92
"Ice creams, BREYERS, No Sugar Added, Vanilla Fudge Twirl",25.63
"Frozen novelties, No Sugar Added CREAMSICLE Pops",12.88
"Frozen novelties, Sugar Free, CREAMSICLE Pops",11.95
"Ice creams, BREYERS, All Natural Light French Chocolate",29.68
"Ice creams, BREYERS, 98% Fat Free Chocolate",30.18
"Ice creams, regular, low carbohydrate, chocolate",26.8
"Chocolate, dark, 45- 59% cacao solids",61.17
"Chocolate, dark, 60-69% cacao solids",52.42
"Chocolate, dark, 70-85% cacao solids",45.9
"Candies, chocolate, dark, NFS (45-59% cacao solids 90%; 60-69% cacao solids 5%; 70-85% cacao solids 5%)",59.97
"Candies, crispy bar with peanut butter filling",55.53
"Syrup, maple, Canadian",67.38
"Sweetener, syrup, agave",76.37
"Candies, NESTLE, BUTTERFINGER Crisp",68.45
"Candies, fruit snacks, with high vitamin C",87.97
"Jams, preserves, marmalades, sweetened with fruit juice",52.93
"Candies, Tamarind",91.96
"Candies, coconut bar, not chocolate covered",55.87
"Barley, hulled",73.48
"Barley, pearled, raw",77.72
"Barley, pearled, cooked",28.22
"Buckwheat",71.5
"Bulgur, cooked",18.58
"Corn grain, yellow",74.26
"Corn bran, crude",85.64
"Corn flour, whole-grain, yellow",76.85
"Fast foods, nachos, with cheese",34.91
"Fast foods, nachos, with cheese, beans, ground beef, and tomatoes",21.39
"Fast foods, cheeseburger, double, regular patty and bun, with condiments",17.97
"Fast foods, cheeseburger; single, large patty; plain",24.07
"Fast foods, chicken fillet sandwich, plain with pickles",20.89
"Fast foods, fish sandwich, with tartar sauce",26.69
"Fast foods, fish sandwich, with tartar sauce and cheese",26.39
"Fast foods, submarine sandwich, roast beef on white bread with lettuce and tomato",20.34
"Fast foods, submarine sandwich, tuna on white bread with lettuce and tomato",15.95
"Fast foods, coleslaw",14.89
"Fast foods, hush puppies",40.21
"Fast food, biscuit",42.82
"CHICK-FIL-A, Chick-n-Strips",10.39
"CHICK-FIL-A, hash browns",30.51
"School Lunch, pizza, BIG DADDY'S LS 16 51% Whole Grain Rolled Edge Cheese Pizza, frozen",27.1
"Fast foods, submarine sandwich, sweet onion chicken teriyaki on white bread with lettuce, tomato and sweet onion sauce",22.54
"SUBWAY, SUBWAY CLUB sub on white bread with lettuce and tomato",20.36
"Fast foods, submarine sandwich, turkey, roast beef and ham on white bread with lettuce and tomato",20.36
"Fast foods, submarine sandwich, oven roasted chicken on white bread with lettuce and tomato",21.35
"SUBWAY, steak & cheese sub on white bread with American cheese, lettuce and tomato",21.49
"Fast foods, submarine sandwich, steak and cheese on white bread with cheese, lettuce and tomato",21.49
"SUBWAY, B.L.T. sub on white bread with bacon, lettuce and tomato",26.66
"Fast foods, submarine sandwich, bacon, lettuce, and tomato on white bread",26.66
"SUBWAY, oven roasted chicken sub on white bread with lettuce and tomato",21.35
"SUBWAY, cold cut sub on white bread with lettuce and tomato",20.43
"SUBWAY, tuna sub on white bread with lettuce and tomato",15.95
"Pizza, cheese topping, regular crust, frozen, cooked",29.02
"Fast Foods, crispy chicken filet sandwich, with lettuce and mayonnaise",27.4
"McDONALD'S, FILET-O-FISH",26.39
"McDONALD'S, Cheeseburger",27.81
"McDONALD'S, QUARTER POUNDER",22.17
"WENDY'S, CLASSIC SINGLE Hamburger, with cheese",14.2
"WENDY'S, Jr. Hamburger, without cheese",28.45
"WENDY'S, Jr. Hamburger, with cheese",24.97
"WENDY'S, CLASSIC DOUBLE, with cheese",11.71
"WENDY'S, Frosty Dairy Dessert",23.62
"BURGER KING, french fries",38.7
"BURGER KING, Hamburger",26.76
"BURGER KING, Cheeseburger",23.71
"BURGER KING, Premium Fish Sandwich",26.69
"BURGER KING, Original Chicken Sandwich",26.22
"TACO BELL, Original Taco with beef, cheese and lettuce",19.85
"TACO BELL, Soft Taco with beef, cheese and lettuce",20.23
"TACO BELL, BURRITO SUPREME with chicken",20.51
"TACO BELL, BURRITO SUPREME with steak",20.32
"TACO BELL, Nachos",34.91
"TACO BELL, Nachos Supreme",21.39
"POPEYES, Spicy Chicken Strips, analyzed 2006",18.52
"KFC, biscuit",43.55
"KFC, Coleslaw",15.65
"KFC, Crispy Chicken Strips",13.66
"KFC, Fried Chicken, ORIGINAL RECIPE, Wing, meat only, skin and breading removed",1.76
"KFC, Fried Chicken, EXTRA CRISPY, Skin and Breading",22.54
"KFC, Fried Chicken, EXTRA CRISPY, Breast, meat only, skin and breading removed",0.25
"KFC, Fried Chicken, EXTRA CRISPY, Drumstick, meat only, skin and breading removed",0
"KFC, Fried Chicken, ORIGINAL RECIPE, Thigh, meat and skin with breading",8.46
"KFC, Fried Chicken, ORIGINAL RECIPE, Wing, meat and skin with breading",9.93
"KFC, Fried Chicken, EXTRA CRISPY, Breast, meat and skin with breading",8.47
"KFC, Fried Chicken, EXTRA CRISPY, Drumstick, meat and skin with breading",7.96
"POPEYES, Fried Chicken, Mild, Skin and Breading",21.54
"POPEYES, Fried Chicken, Mild, Thigh, meat only, skin and breading removed",0.85
"POPEYES, Fried Chicken, Mild, Wing, meat only, skin and breading removed",2.9
"POPEYES, Fried Chicken, Mild, Breast, meat and skin with breading",9.83
"POPEYES, Fried Chicken, Mild, Drumstick, meat and skin with breading",9.84
"Yogurt parfait, lowfat, with fruit and granola",15.86
"Fast Foods, Fried Chicken, Breast, meat only, skin and breading removed",0
"Fast Foods, Fried Chicken, Drumstick, meat only, skin and breading removed",0
